ISBN,Title,PublicationPlace,PublicationDate,Edition,AuthorNames
9780335194933,Social Policy: An Introduction,Milton Keynes,1998,,Blakemore Kenneth; Warwick-Booth Louise
9781412901710,Social Policy: Theories Concepts and Issues,London,2009,2nd,Lavalette Michael; Pratt Alan
0631900055,Social Problems 1760-1914,OXFORD,1986,,Mason Simon
9780803988378,Social Problems and The Family,London UK,1993,,Dallos Rudi; McLaughlin Eugene
0333564928,Social Psychology,Basingstoke,1989,,Malim Tony; Birch Ann
0333564928,Social Psychology,Basingstoke,1989,,Malim Tony; Birch Ann
058227804X,Social Psychology,Harlow,1999,,Argyle Michael; Coleman Andrew
0333670485,Social Psychology,Basingstoke,1997,2nd,Malim Tony
0333670485,Social Psychology,Basingstoke,1997,2nd,Malim Tony
9780335235674,Social Research - Issues Methods and Process,Maidenhead,2011,4th,May Tim
0335190545,Social Research : Issues Method and Process,Milton Keynes,1993,,May Tim
9780335206124,Social Research Issues Methods and Process,Buckingham [UK]; Philadelphia,2001,3rd,May Tim
9780335206124,Social Research Issues Methods and Process,Buckingham [UK]; Philadelphia,2001,3rd,May Tim
0199264465,Social Research Methods,Oxford,2004,2nd ,Bryman Alan
9780335206124,Social Research: Issues Methods and Process,Milton Keynes,2001,3rd,May Tim
9780199689453,Social Reserarch Methods,Oxford,2016,5th,Bryman Alan
0854598243,Social Services Law,London,1995,,Williams John
9780412478406,Social Skills for Nursing Practice,London,1994,2nd,French Peter
041243380X,Social Skills for People with Learning Disabilities,London,1995,,Burton Mark; Kagan Carolyn
041243380X,Social Skills for People with Learning Disabilities,London,1995,,Burton Mark; Kagan Carolyn
DC199,Social Skills in Interpersonal Communication,London,1996,3RD,Saunders Christine; DICKSON David; Hargie Owen
9780415081375,Social Skills in Interpersonal Communication,London,1994,3rd,Saunders Christine; Dickson David; Hargie Owen
9780415081375,Social Skills in Interpersonal Communication,London,1994,3rd,Saunders Christine; Dickson David; Hargie Owen
9780415081375,Social Skills in Interpersonal Communication,London,1994,3rd,Saunders Christine; Dickson David; Hargie Owen
9780415081375,Social Skills in Interpersonal Communication,London,1994,3rd,Saunders Christine; Dickson David; Hargie Owen
9780415081375,Social Skills in Interpersonal Communication,London,1994,3rd,Saunders Christine; Dickson David; Hargie Owen
0138186596,Social stratification : the forms and functions of inequality,Englewood Cliffs,c1985,2nd ed,Tumin Melvin M.
9780415126984,Social Theory Social Change and Social Work,London,1996,,Parton Nigel
9780415126984,Social Theory Social Change and Social Work,London,1996,,Parton Nigel
,Social trends,,1996,,Office for National Statistics
0117019313,Social Welfare,London,1995,,HMSO
0748725814,Social Welfare Alive!,CHELTENHAM,1998,2nd,Moore Stephen; Scourfield Peter
0748725814,Social Welfare Alive!,CHELTENHAM,1998,2nd,Moore Stephen; Scourfield Peter
0748725814,Social Welfare Alive!,CHELTENHAM,1998,2nd,Moore Stephen; Scourfield Peter
0748725814,Social Welfare Alive!,CHELTENHAM,1998,2nd,Moore Stephen; Scourfield Peter
0748725814,Social Welfare Alive!,CHELTENHAM,1998,2nd,Moore Stephen; Scourfield Peter
9780748714025,Social Welfare Alive! an Introduction to Issues and Policies in Health and Welfare,Cheltenham,1993,,Moore Stephen
"Security; Social Services; Attitudes; Welfare""",Nelson Thornes,,,,
9780748714025,Social Welfare Alive! an Introduction to Issues and Policies in Health and Welfare,Cheltenham,1993,,Moore Stephen
"Security; Social Services; Attitudes; Welfare""",Nelson Thornes,,,,
9780748714025,Social Welfare Alive! an Introduction to Issues and Policies in Health and Welfare,Cheltenham,1993,,Moore Stephen
"loan""",£14.50,,,,
0748765611,Social Welfare Alive!: An Introduction to Issues and Policies in Health and Welfare,Cheltenham,2002,3rd,Moore Stephen
0748765611,Social Welfare Alive!: An Introduction to Issues and Policies in Health and Welfare,Cheltenham,2002,3rd,Moore Stephen
033364574X,Social Welfare and Social Value,London,1998,,HUGMAN RICHARD
9781849200561,Social Work & ICT,London,2011,,Hill Andrew; Shaw Ian
033368818X,Social Work - Themes issues and critical debates,London,,,Adams Robert; Dominelli Lena; Payne Malcom
9780415130684,Social Work and Child Abuse,London,1996,,Merrick Dave
0333606248,Social Work and Community Care,London,1995,,Payne Malcom
0333606248,Social Work and Community Care,London,1995,,Payne Malcom
0333658094,Social Work and Empowerment,London,1990,,Adams Robert
0333446674,Social Work and Housing,London,1992,,Stewart Gill; Stewart John
9781844451128,Social Work and Human Development,Exeter,2007,2nd,Crawford Karin; Walker Janet
1844450163,Social Work and Mental Health,,2004,,Golightley Malcom
1844450163,Social Work and Mental Health,,2004,,Golightley Malcom
1844450686,Social work and mental health,Exeter,2006,2nd ed.,Golightley Malcom
1861347022,Social work and people with dementia: partnerships practice and persistence,,2006,2,Marshall Mary; Tibbs Margaret-Anne
0953357112,Social Work and Social Care,Eastbourne,1999,,Parrott Lester
0953357112,Social Work and Social Care,Eastbourne,1999,,Parrott Lester
1857192036,Social Work and Social Change in NI. Issues for Contemporary Practice,6 Malone Rd Belfast Bt9 5bn,1999,,Central Council For Education and Training in Social Work
9781857423433,Social Work in a Changing World,London,1996,,Doel Mark
0582438314,Social Work Law,Harlow,2002,,Brammer Alison
9780335223671,Social Work Perspectives on Human Behaviour,Maidenhead,2010,,Parrish Margarete
9780333727300,Social Work Practice - an Introduction,London,1999,3rd,Orme Joan
"nsure that this remains the most popular introduction to social work available.""",CC/MK,361.32/COUL,Newtownabbey,General Loan,£17.99
9780333727300,Social Work Practice - an Introduction,London,1999,3rd,Orme Joan
"nsure that this remains the most popular introduction to social work available.""",CC/MK,361.32/COUL,Newtownabbey,General Loan,£17.99
9780333559093,Social Work Practice an Introduction,London,1991,2nd,Coulshed Veronica; British Association of Social Workers
9780333559093,Social Work Practice an Introduction,London,1991,2nd,Coulshed Veronica; British Association of Social Workers
9780333559093,Social Work Practice an Introduction,London,1991,2nd,Coulshed Veronica; British Association of Social Workers
9780333559093,Social Work Practice an Introduction,London,1991,2nd,Coulshed Veronica; British Association of Social Workers
9780333559093,Social Work Practice an Introduction,London,1991,2nd,Coulshed Veronica; British Association of Social Workers
9781403921550,Social Work Practice an Introduction,Basingstoke,2006,4th,Coulshed Veronica; Orme Joan
9781403921550,Social Work Practice an Introduction,Basingstoke,2006,4th,Coulshed Veronica; Orme Joan
9781403921550,Social Work Practice an Introduction,Basingstoke,2006,4th,Coulshed Veronica; Orme Joan
9781844451135,Social Work Practice Assessment Planning Intervention and Review,Exeter,2007,2nd,Bradley Greta; Parker Jonathan
1903300851,Social Work Practice:Assessment Planning Intervention and Review,,2004,,Bradley Greta; Parker Jonathan
9780335206995,Social Work Skills - a Practice Handbook,Milton Keynes,2000,,TREVITHICK PAMELA
he child, acknowledging the needs of carers alongside those of their 'dependents' and weighing individual freedom against the risk to society. In order to address often severe and enduring problems and complex situations,,0478428149,361.30941/TREV,General Loan
9780335206995,Social Work Skills - a Practice Handbook,Milton Keynes,2000,,TREVITHICK PAMELA
he child, acknowledging the needs of carers alongside those of their 'dependents' and weighing individual freedom against the risk to society. In order to address often severe and enduring problems and complex situations,,0478380804,361.30941/TREV,General Loan
9780335206995,Social Work Skills - a Practice Handbook,Milton Keynes,2000,,TREVITHICK PAMELA
he child, acknowledging the needs of carers alongside those of their 'dependents' and weighing individual freedom against the risk to society. In order to address often severe and enduring problems and complex situations,,0478394260,361.30941/TREV,General Loan
9780335206995,Social Work Skills - a Practice Handbook,Milton Keynes,2000,,TREVITHICK PAMELA
he child, acknowledging the needs of carers alongside those of their 'dependents' and weighing individual freedom against the risk to society. In order to address often severe and enduring problems and complex situations,,0478427924,361.30941/TREV,General Loan
9780335206995,Social Work Skills - a Practice Handbook,Milton Keynes,2000,,TREVITHICK PAMELA
he child, acknowledging the needs of carers alongside those of their 'dependents' and weighing individual freedom against the risk to society. In order to address often severe and enduring problems and complex situations,,07000140; 0478380502,361.30941/TREV,General Loan
9780335206995,Social Work Skills - a Practice Handbook,Milton Keynes,2000,,TREVITHICK PAMELA
he child, acknowledging the needs of carers alongside those of their 'dependents' and weighing individual freedom against the risk to society. In order to address often severe and enduring problems and complex situations,,0478323509,361.30941/TREV,General Loan
0335214991,Social work skills : a practice handbook,Maidenhead,2005,2nd ed.,Trevithick Pamela
0333584414,Social Work with Addictions,Basingstoke,1995,,Barber James G.
033398594X,Social Work with Addictions,Basingstoke,2002,2nd,Barber James G.
9780333658574,SOCIAL WORK WITH CHILDREN,London,1998,,Brandon Marian; Schofield Gillian; Trinder Liz
9781473942943,Social Work With Children and Families,London UK,,4th,O'Loughlin Maureen; O'Loughlin Steve
9781473942943,Social Work With Children and Families,London UK,,4th,O'Loughlin Maureen; O'Loughlin Steve
0333308956,Social Work with the Dying and Bereaved,London,1982,1989 reprint,Smith Carole R.
0003274012,Societies Choices & Environments: Issues and Enquiries,London,1998,,Slater Frances
041511022X,Society & Health,London,1995,,Moon Graham; Gillespie Rosemary
041511022X,Society & Health,London,1995,,Moon Graham; Gillespie Rosemary
0415110211,Society and Health: An Introduction to Social Science for the Health Professional,London,1995,,Gillespie Rosemary; Moon Graham
0415110211,Society and Health: An Introduction to Social Science for the Health Professional,London,1995,,Gillespie Rosemary; Moon Graham
9780140552010,Society and Puritanism in Pre-Revolutionary England,Harmondsworth,1964,,Hill Christopher
9780333541081,Society Today 2,London,1991,,McNeill Patrick
9780333729953,Society Work and Welfare in Europe,London,1999,,Cousins Christine
9780071232678,Sociological Theory,London,2003,,Ritzer George; Goodman Douglas J.
.0205082491,Sociological Theory Classical Statements,America,1985,,Ashley David; Orenstein David Michael
0330299883,Sociology,London,1987,,Selfe P. L.
034058257X,Sociology,Sevenoaks,1995,,Moore Stephen; Sinclair Stephen P.
034058257X,Sociology,Sevenoaks,1995,,Moore Stephen; Sinclair Stephen P.
0582257301,Sociology,Harlow,1995,,Townroe Christopher; Yates George
074563379X,Sociology,CAMBRIDGE,2006,5th,Giddens Anthony
074563379X,Sociology,CAMBRIDGE,2006,5th,Giddens Anthony
074563379X,Sociology,CAMBRIDGE,2006,5th,Giddens Anthony
074563379X,Sociology,CAMBRIDGE,2006,5th,Giddens Anthony
9780745618036,Sociology,Cambridge,1998,3rd,Giddens Anthony
9780745618036,Sociology,Cambridge,1998,3rd,Giddens Anthony
9780745618036,Sociology,Cambridge,1998,3rd,Giddens Anthony
074561115X,Sociology,Oxford,1993,2ND ED,Giddens Anthony
0130638358,Sociology,Englewood Cliffs N.J.,1995,5th ,Smelser Neil J.
0946973415,Sociology,London,1987,,Court Catherine
0946973415,Sociology,London,1987,,Court Catherine
9780745652931,Sociology,Cambridge UK,2013,7th,Giddens Anthony; et al
9780745652931,Sociology,Cambridge UK,2013,7th,Giddens Anthony; et al
9780745652931,Sociology,Cambridge UK,2013,7th,Giddens Anthony; et al
9780745696683,Sociology,Cambridge,2017,8th,Giddens Anthony; Sutton Philip W.
9780745696683,Sociology,Cambridge,2017,8th,Giddens Anthony; Sutton Philip W.
9780745696683,Sociology,Cambridge,2017,8th,Giddens Anthony; Sutton Philip W.
9780130407375,Sociology - A Global Introduction,Hemel Hempstead,2002,2nd,Macionis John J.; Plummer Kenneth
9780130407375,Sociology - A Global Introduction,Hemel Hempstead,2002,2nd,Macionis John J.; Plummer Kenneth
9780130407375,Sociology - A Global Introduction,Hemel Hempstead,2002,2nd,Macionis John J.; Plummer Kenneth
9780582431669,Sociology - AS and A2,Harlow,2000,,Harris Steve
0946183279,Sociology : A New Approach,Ormskirk,1986,2nd ,Haralambos Michael
0340643935,Sociology : An Introduction,Sevenoaks,1995,,Sinclair Stephen P.
9780136645337,Sociology a Global Introduction,Harlow,1997,,Macionis John J.; Plummer Kenneth
9780007288441,Sociology A2 for AQA,London ,2009,3rd,Moore Stephen 
0007200641,Sociology A2 for AQA,London,2006,2nd,Moore Stephen; Aiken Dave; Chapman Steve
0748715312,Sociology Alive!,Cheltenham,1996,2nd ,Moore Stephen
0340844930,Sociology and social policy for childhood studies,Sevenoaks,2002,2,Lovell Tina; Yeo Alan
0340844930,Sociology and social policy for childhood studies,Sevenoaks,2002,2,Lovell Tina; Yeo Alan
0340844930,Sociology and social policy for childhood studies,Sevenoaks,2002,2,Lovell Tina; Yeo Alan
0702026654,Sociology as Applied to Medicine,,2003,5th,Scambler G.
0702026654,Sociology as Applied to Medicine,,2003,5th,Scambler G.
9780007267774,Sociology AS for AQA,London,2008,3rd,Moore Stephen; Aiken Dave; Chapman Steve
0007195648,Sociology AS for AQA,London,2005,2nd,Moore Stephen; Aiken Dave; Chapman Steve
0007195648,Sociology AS for AQA,London,2005,2nd,Moore Stephen; Aiken Dave; Chapman Steve
0003223361,Sociology Developing Skills Through Structured Questions,London,1994,,Kirby Mark
0521426715,Sociology Explained,Cambridge,,,Barnard Andy; Burgess Terry
DC185,Sociology Explained,Cambridge,1997,2ND,Barnard Andy; Burgess Terry
"n""",301BAR,,,,
0003276244,SOCIOLOGY FOR 'A' LEVEL - A SKILLS BASED APPROACH,LONDON,1993,,Lawson Tony
DC113,Sociology for A-Level,London,1994,REPRINT,Lawson Tony
9780007134656,Sociology for A2,London,2002,,Moore Stephen; et al
9780007134656,Sociology for A2,London,2002,,Moore Stephen; et al
9780007113149,Sociology for AS level,London,2001,,Moore Stephen; Chapman Steve; Aiken Dave
9780007113149,Sociology for AS level,London,2001,,Moore Stephen; Chapman Steve; Aiken Dave
9780007113149,Sociology for AS level,London,2001,,Moore Stephen; Chapman Steve; Aiken Dave
9780340697795,Sociology for Childhood Studies,London,1998,,Yeo Alan; Lovell Tina
9780340697795,Sociology for Childhood Studies,London,1998,,Yeo Alan; Lovell Tina
9780340697795,Sociology for Childhood Studies,Sevenoaks,1998,,Yeo Alan; Lovell Tina
9780340697795,Sociology for Childhood Studies,Sevenoaks,1998,,Yeo Alan; Lovell Tina
0582225124,Sociology for GCSE,Harlow,1987,,Townroe Christopher
0003224449,Sociology for GCSE and Modern Studies,London,2001,,Wilson Pauline; Kidd Allan
0003224449,Sociology for GCSE and Modern Studies,London,2001,,Wilson Pauline; Kidd Allan
0003224449,Sociology for GCSE and Modern Studies,London,2001,,Wilson Pauline; Kidd Allan
0003224449,Sociology for GCSE and Modern Studies,London,2001,,Wilson Pauline; Kidd Allan
0333615212,Sociology for Social Work,London,1997,,Dominelli Lena
9781405896719,Sociology in focus,London,2008,2nd ,Haralambos Michael; Richardson John; Taylor Paul; Yeo Alan; Langley Peter
9781405896719,Sociology in focus,London,2008,2nd ,Haralambos Michael; Richardson John; Taylor Paul; Yeo Alan; Langley Peter
9781873929216,Sociology in Focus,Lancs,1996,,Taylor Paul; Richardson John; et al
9781873929216,Sociology in Focus,Lancs,1996,,Taylor Paul; Richardson John; et al
9781873929216,Sociology in Focus,Lancs,1996,,Taylor Paul; Richardson John; et al
9781873929216,Sociology in Focus,Lancs,1996,,Taylor Paul; Richardson John; et al
